Overall Test Number,Algorithm,Map Type,Map Id,Start Point,Goal Point,Test Number,Iteration,Timestep,Num Collision Checks,Batch Size,Cumulative Num Sampled,Current Path Cost,Any Path Found
10281,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",1,62,2.3,81,80,80,216.51,True
10282,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",2,39,1.08,40,80,80,-1,False
10283,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",3,54,2.35,88,80,80,207.2,True
10284,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",4,57,2.13,76,80,80,189.77,True
10285,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",0,41,1.18,41,80,80,-1,False
10286,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",1,61,2.43,83,80,80,317.89,True
10287,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",2,41,1.19,42,80,80,-1,False
10288,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",3,67,2.55,88,80,80,361.25,True
10289,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",4,60,2.17,79,80,80,325.56,True
10290,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",0,57,5.49,116,80,80,316.19,True
10291,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",1,66,6.97,159,80,80,322.34,True
10292,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",2,59,5.03,118,80,80,-1,False
10293,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",3,57,4.85,104,80,80,268.11,True
10294,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",4,61,6.9,160,80,80,261.98,True
10295,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",0,76,7.37,133,80,80,364.98,True
10296,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",1,73,7.39,178,80,80,353.85,True
10297,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",2,69,6.02,125,80,80,313.42,True
10298,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",3,73,6.36,121,80,80,309.64,True
10299,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",4,52,6.14,139,80,80,300.85,True
10300,fmt,forest,13,"[108, 175]","[33, 11]",0,81,6.04,130,80,80,307.53,True
10301,fmt,forest,13,"[108, 175]","[33, 11]",1,78,6.58,155,80,80,315.69,True
10302,fmt,forest,13,"[108, 175]","[33, 11]",2,78,6.09,140,80,80,283.59,True
10303,fmt,forest,13,"[108, 175]","[33, 11]",3,79,5.38,125,80,80,278.73,True
10304,fmt,forest,13,"[108, 175]","[33, 11]",4,78,5.74,135,80,80,271.37,True
10305,fmt,forest,13,"[234, 250]","[11, 97]",0,69,5.27,118,80,80,332.56,True
10306,fmt,forest,13,"[234, 250]","[11, 97]",1,67,6.56,135,80,80,336.49,True
10307,fmt,forest,13,"[234, 250]","[11, 97]",2,67,5.71,128,80,80,303.44,True
10308,fmt,forest,13,"[234, 250]","[11, 97]",3,66,5.37,99,80,80,306.39,True
10309,fmt,forest,13,"[234, 250]","[11, 97]",4,65,5.34,116,80,80,307.53,True
10310,fmt,gapsforest,19,"[218, 110]","[38, 99]",0,24,1.87,51,80,80,-1,False
10311,fmt,gapsforest,19,"[218, 110]","[38, 99]",1,33,2.17,47,80,80,-1,False
10312,fmt,gapsforest,19,"[218, 110]","[38, 99]",2,39,2.92,56,80,80,-1,False
10313,fmt,gapsforest,19,"[218, 110]","[38, 99]",3,30,2.49,57,80,80,183.87,True
10314,fmt,gapsforest,19,"[218, 110]","[38, 99]",4,37,3.31,72,80,80,188.4,True
10315,fmt,gapsforest,19,"[206, 209]","[6, 27]",0,24,1.89,48,80,80,-1,False
10316,fmt,gapsforest,19,"[206, 209]","[6, 27]",1,33,2.45,53,80,80,-1,False
10317,fmt,gapsforest,19,"[206, 209]","[6, 27]",2,39,2.96,60,80,80,-1,False
10318,fmt,gapsforest,19,"[206, 209]","[6, 27]",3,40,2.61,56,80,80,-1,False
10319,fmt,gapsforest,19,"[206, 209]","[6, 27]",4,58,4.0,92,80,80,-1,False
10320,fmt,maze,24,"[93, 71]","[223, 196]",0,54,9.86,193,80,80,-1,False
10321,fmt,maze,24,"[93, 71]","[223, 196]",1,54,11.05,233,80,80,-1,False
10322,fmt,maze,24,"[93, 71]","[223, 196]",2,24,5.22,102,80,80,-1,False
10323,fmt,maze,24,"[93, 71]","[223, 196]",3,18,3.91,69,80,80,-1,False
10324,fmt,maze,24,"[93, 71]","[223, 196]",4,21,4.29,81,80,80,-1,False
10325,fmt,maze,24,"[229, 7]","[73, 228]",0,52,10.63,182,80,80,462.09,True
10326,fmt,maze,24,"[229, 7]","[73, 228]",1,46,11.04,226,80,80,480.13,True
10327,fmt,maze,24,"[229, 7]","[73, 228]",2,24,5.6,95,80,80,-1,False
10328,fmt,maze,24,"[229, 7]","[73, 228]",3,18,4.0,63,80,80,-1,False
10329,fmt,maze,24,"[229, 7]","[73, 228]",4,21,4.48,75,80,80,-1,False
10330,fmt,multibugtrap,28,"[104, 41]","[196, 196]",0,59,7.59,164,80,80,291.03,True
10331,fmt,multibugtrap,28,"[104, 41]","[196, 196]",1,68,10.27,237,80,80,427.47,True
10332,fmt,multibugtrap,28,"[104, 41]","[196, 196]",2,66,9.63,190,80,80,337.29,True
10333,fmt,multibugtrap,28,"[104, 41]","[196, 196]",3,52,7.75,146,80,80,275.17,True
10334,fmt,multibugtrap,28,"[104, 41]","[196, 196]",4,69,8.97,165,80,80,334.66,True
10335,fmt,multibugtrap,28,"[59, 247]","[193, 12]",0,72,8.25,175,80,80,324.84,True
10336,fmt,multibugtrap,28,"[59, 247]","[193, 12]",1,65,9.66,242,80,80,355.77,True
10337,fmt,multibugtrap,28,"[59, 247]","[193, 12]",2,54,9.2,186,80,80,282.67,True
10338,fmt,multibugtrap,28,"[59, 247]","[193, 12]",3,56,8.92,164,80,80,331.95,True
10339,fmt,multibugtrap,28,"[59, 247]","[193, 12]",4,70,7.79,166,80,80,318.7,True
10340,fmt,bugtrap,37,"[122, 34]","[111, 214]",0,80,3.68,112,80,80,326.07,True
10341,fmt,bugtrap,37,"[122, 34]","[111, 214]",1,78,3.17,105,80,80,320.45,True
10342,fmt,bugtrap,37,"[122, 34]","[111, 214]",2,71,4.16,117,80,80,330.55,True
10343,fmt,bugtrap,37,"[122, 34]","[111, 214]",3,70,5.15,135,80,80,273.69,True
10344,fmt,bugtrap,37,"[122, 34]","[111, 214]",4,78,4.22,137,80,80,264.53,True
10345,fmt,bugtrap,37,"[12, 242]","[248, 110]",0,61,3.6,107,80,80,300.36,True
10346,fmt,bugtrap,37,"[12, 242]","[248, 110]",1,72,3.14,105,80,80,449.43,True
10347,fmt,bugtrap,37,"[12, 242]","[248, 110]",2,31,1.84,65,80,80,312.51,True
10348,fmt,bugtrap,37,"[12, 242]","[248, 110]",3,51,4.44,135,80,80,306.69,True
10349,fmt,bugtrap,37,"[12, 242]","[248, 110]",4,61,5.06,169,80,80,295.84,True
10350,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",0,50,1.26,50,100,100,-1,False
10351,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",1,75,2.42,91,100,100,200.38,True
10352,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",2,77,2.62,100,100,100,191.29,True
10353,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",3,69,2.64,103,100,100,216.68,True
10354,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",4,72,2.57,98,100,100,189.77,True
10355,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",0,50,1.36,50,100,100,-1,False
10356,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",1,81,2.63,99,100,100,328.06,True
10357,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",2,74,2.42,93,100,100,340.29,True
10358,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",3,78,2.7,102,100,100,363.56,True
10359,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",4,75,2.67,97,100,100,307.66,True
10360,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",0,71,6.15,139,100,100,314.34,True
10361,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",1,76,8.46,215,100,100,314.49,True
10362,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",2,76,6.82,170,100,100,247.57,True
10363,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",3,72,5.28,128,100,100,268.11,True
10364,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",4,78,7.06,178,100,100,277.72,True
10365,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",0,64,6.07,137,100,100,360.62,True
10366,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",1,98,9.46,224,100,100,371.08,True
10367,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",2,86,8.12,178,100,100,302.71,True
10368,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",3,83,7.39,159,100,100,318.98,True
10369,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",4,82,9.0,208,100,100,301.76,True
10370,fmt,forest,13,"[108, 175]","[33, 11]",0,95,6.3,145,100,100,305.35,True
10371,fmt,forest,13,"[108, 175]","[33, 11]",1,99,7.39,181,100,100,316.21,True
10372,fmt,forest,13,"[108, 175]","[33, 11]",2,98,6.83,161,100,100,283.21,True
10373,fmt,forest,13,"[108, 175]","[33, 11]",3,100,6.08,147,100,100,270.84,True
10374,fmt,forest,13,"[108, 175]","[33, 11]",4,95,6.49,156,100,100,280.24,True
10375,fmt,forest,13,"[234, 250]","[11, 97]",0,86,5.96,138,100,100,324.97,True
10376,fmt,forest,13,"[234, 250]","[11, 97]",1,89,7.17,162,100,100,338.68,True
10377,fmt,forest,13,"[234, 250]","[11, 97]",2,86,6.58,150,100,100,313.92,True
10378,fmt,forest,13,"[234, 250]","[11, 97]",3,86,5.92,121,100,100,309.45,True
10379,fmt,forest,13,"[234, 250]","[11, 97]",4,88,6.48,143,100,100,307.0,True
10380,fmt,gapsforest,19,"[218, 110]","[38, 99]",0,54,3.33,91,100,100,-1,False
10381,fmt,gapsforest,19,"[218, 110]","[38, 99]",1,38,2.05,47,100,100,-1,False
10382,fmt,gapsforest,19,"[218, 110]","[38, 99]",2,22,1.45,29,100,100,-1,False
10383,fmt,gapsforest,19,"[218, 110]","[38, 99]",3,31,1.58,39,100,100,-1,False
10384,fmt,gapsforest,19,"[218, 110]","[38, 99]",4,51,4.39,96,100,100,181.5,True
10385,fmt,gapsforest,19,"[206, 209]","[6, 27]",0,54,3.42,88,100,100,-1,False
10386,fmt,gapsforest,19,"[206, 209]","[6, 27]",1,38,2.28,56,100,100,-1,False
10387,fmt,gapsforest,19,"[206, 209]","[6, 27]",2,49,3.59,73,100,100,-1,False
10388,fmt,gapsforest,19,"[206, 209]","[6, 27]",3,31,1.78,40,100,100,-1,False
10389,fmt,gapsforest,19,"[206, 209]","[6, 27]",4,74,4.7,111,100,100,-1,False
10390,fmt,maze,24,"[93, 71]","[223, 196]",0,68,10.56,219,100,100,-1,False
10391,fmt,maze,24,"[93, 71]","[223, 196]",1,67,12.63,288,100,100,-1,False
10392,fmt,maze,24,"[93, 71]","[223, 196]",2,28,5.72,117,100,100,-1,False
10393,fmt,maze,24,"[93, 71]","[223, 196]",3,61,12.16,232,100,100,-1,False
10394,fmt,maze,24,"[93, 71]","[223, 196]",4,26,5.38,103,100,100,-1,False
10395,fmt,maze,24,"[229, 7]","[73, 228]",0,65,11.33,207,100,100,455.24,True
10396,fmt,maze,24,"[229, 7]","[73, 228]",1,56,12.72,274,100,100,470.06,True
10397,fmt,maze,24,"[229, 7]","[73, 228]",2,28,5.76,108,100,100,-1,False
10398,fmt,maze,24,"[229, 7]","[73, 228]",3,58,11.94,224,100,100,466.98,True
10399,fmt,maze,24,"[229, 7]","[73, 228]",4,26,5.24,96,100,100,-1,False
10400,fmt,multibugtrap,28,"[104, 41]","[196, 196]",0,74,9.34,221,100,100,291.03,True
10401,fmt,multibugtrap,28,"[104, 41]","[196, 196]",1,5,1.21,35,100,100,-1,False
10402,fmt,multibugtrap,28,"[104, 41]","[196, 196]",2,83,10.27,220,100,100,283.9,True
10403,fmt,multibugtrap,28,"[104, 41]","[196, 196]",3,73,9.04,176,100,100,-1,False
10404,fmt,multibugtrap,28,"[104, 41]","[196, 196]",4,84,11.63,215,100,100,342.53,True
10405,fmt,multibugtrap,28,"[59, 247]","[193, 12]",0,89,9.68,230,100,100,305.08,True
10406,fmt,multibugtrap,28,"[59, 247]","[193, 12]",1,84,10.98,281,100,100,339.99,True
10407,fmt,multibugtrap,28,"[59, 247]","[193, 12]",2,80,10.52,234,100,100,285.43,True
10408,fmt,multibugtrap,28,"[59, 247]","[193, 12]",3,57,8.29,166,100,100,331.95,True
10409,fmt,multibugtrap,28,"[59, 247]","[193, 12]",4,84,9.61,214,100,100,312.79,True
10410,fmt,bugtrap,37,"[122, 34]","[111, 214]",0,100,4.19,140,100,100,325.55,True
10411,fmt,bugtrap,37,"[122, 34]","[111, 214]",1,89,3.62,123,100,100,280.28,True
10412,fmt,bugtrap,37,"[122, 34]","[111, 214]",2,98,4.42,136,100,100,316.0,True
10413,fmt,bugtrap,37,"[122, 34]","[111, 214]",3,93,5.17,146,100,100,273.69,True
10414,fmt,bugtrap,37,"[122, 34]","[111, 214]",4,96,4.63,154,100,100,265.11,True
10415,fmt,bugtrap,37,"[12, 242]","[248, 110]",0,74,3.76,128,100,100,287.35,True
10416,fmt,bugtrap,37,"[12, 242]","[248, 110]",1,81,4.05,146,100,100,308.21,True
10417,fmt,bugtrap,37,"[12, 242]","[248, 110]",2,70,4.2,139,100,100,301.18,True
10418,fmt,bugtrap,37,"[12, 242]","[248, 110]",3,85,5.44,148,100,100,296.12,True
10419,fmt,bugtrap,37,"[12, 242]","[248, 110]",4,71,5.5,191,100,100,290.19,True
10420,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",0,164,3.62,170,300,300,-1,False
10421,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",1,219,5.56,260,300,300,199.58,True
10422,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",2,220,5.47,255,300,300,201.59,True
10423,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",3,224,6.32,302,300,300,193.06,True
10424,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",4,230,6.11,284,300,300,196.14,True
10425,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",0,136,2.94,136,300,300,-1,False
10426,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",1,208,5.45,256,300,300,310.07,True
10427,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",2,212,5.23,245,300,300,326.01,True
10428,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",3,208,5.67,265,300,300,318.42,True
10429,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",4,220,5.78,263,300,300,309.27,True
10430,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",0,228,11.26,335,300,300,249.95,True
10431,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",1,234,11.65,372,300,300,264.59,True
10432,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",2,219,9.71,304,300,300,250.11,True
10433,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",3,230,11.53,359,300,300,280.51,True
10434,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",4,218,11.38,363,300,300,244.65,True
10435,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",0,272,15.13,401,300,300,296.23,True
10436,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",1,271,14.78,444,300,300,312.18,True
10437,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",2,265,13.61,362,300,300,300.6,True
10438,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",3,267,15.55,429,300,300,318.54,True
10439,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",4,278,16.34,459,300,300,294.02,True
10440,fmt,forest,13,"[108, 175]","[33, 11]",0,283,11.79,372,300,300,229.44,True
10441,fmt,forest,13,"[108, 175]","[33, 11]",1,300,12.73,386,300,300,282.63,True
10442,fmt,forest,13,"[108, 175]","[33, 11]",2,270,11.98,341,300,300,268.9,True
10443,fmt,forest,13,"[108, 175]","[33, 11]",3,284,12.49,370,300,300,228.79,True
10444,fmt,forest,13,"[108, 175]","[33, 11]",4,287,12.78,395,300,300,233.18,True
10445,fmt,forest,13,"[234, 250]","[11, 97]",0,267,11.47,350,300,300,294.06,True
10446,fmt,forest,13,"[234, 250]","[11, 97]",1,266,12.44,360,300,300,308.44,True
10447,fmt,forest,13,"[234, 250]","[11, 97]",2,265,12.97,372,300,300,326.12,True
10448,fmt,forest,13,"[234, 250]","[11, 97]",3,253,11.9,337,300,300,301.51,True
10449,fmt,forest,13,"[234, 250]","[11, 97]",4,272,12.46,367,300,300,309.59,True
10450,fmt,gapsforest,19,"[218, 110]","[38, 99]",0,111,5.56,175,300,300,185.08,True
10451,fmt,gapsforest,19,"[218, 110]","[38, 99]",1,170,7.21,183,300,300,-1,False
10452,fmt,gapsforest,19,"[218, 110]","[38, 99]",2,122,5.55,162,300,300,191.39,True
10453,fmt,gapsforest,19,"[218, 110]","[38, 99]",3,103,4.29,119,300,300,-1,False
10454,fmt,gapsforest,19,"[218, 110]","[38, 99]",4,139,7.13,212,300,300,182.72,True
10455,fmt,gapsforest,19,"[206, 209]","[6, 27]",0,212,9.69,288,300,300,354.22,True
10456,fmt,gapsforest,19,"[206, 209]","[6, 27]",1,170,7.24,183,300,300,-1,False
10457,fmt,gapsforest,19,"[206, 209]","[6, 27]",2,216,9.83,266,300,300,347.72,True
10458,fmt,gapsforest,19,"[206, 209]","[6, 27]",3,103,3.91,119,300,300,-1,False
10459,fmt,gapsforest,19,"[206, 209]","[6, 27]",4,218,9.52,267,300,300,-1,False
10460,fmt,maze,24,"[93, 71]","[223, 196]",0,211,20.47,554,300,300,-1,False
10461,fmt,maze,24,"[93, 71]","[223, 196]",1,199,20.84,557,300,300,-1,False
10462,fmt,maze,24,"[93, 71]","[223, 196]",2,187,19.49,527,300,300,-1,False
10463,fmt,maze,24,"[93, 71]","[223, 196]",3,183,18.99,483,300,300,-1,False
10464,fmt,maze,24,"[93, 71]","[223, 196]",4,199,21.77,626,300,300,-1,False
10465,fmt,maze,24,"[229, 7]","[73, 228]",0,191,20.81,513,300,300,428.52,True
10466,fmt,maze,24,"[229, 7]","[73, 228]",1,166,21.1,542,300,300,433.21,True
10467,fmt,maze,24,"[229, 7]","[73, 228]",2,155,18.72,503,300,300,436.94,True
10468,fmt,maze,24,"[229, 7]","[73, 228]",3,165,18.71,462,300,300,422.28,True
10469,fmt,maze,24,"[229, 7]","[73, 228]",4,178,21.2,576,300,300,421.29,True
10470,fmt,multibugtrap,28,"[104, 41]","[196, 196]",0,234,16.51,512,300,300,230.05,True
10471,fmt,multibugtrap,28,"[104, 41]","[196, 196]",1,229,16.62,495,300,300,252.23,True
10472,fmt,multibugtrap,28,"[104, 41]","[196, 196]",2,236,17.15,516,300,300,258.64,True
10473,fmt,multibugtrap,28,"[104, 41]","[196, 196]",3,224,14.49,406,300,300,256.43,True
10474,fmt,multibugtrap,28,"[104, 41]","[196, 196]",4,228,16.89,469,300,300,271.29,True
10475,fmt,multibugtrap,28,"[59, 247]","[193, 12]",0,268,19.46,581,300,300,298.41,True
10476,fmt,multibugtrap,28,"[59, 247]","[193, 12]",1,268,19.79,585,300,300,299.77,True
10477,fmt,multibugtrap,28,"[59, 247]","[193, 12]",2,245,18.46,559,300,300,290.34,True
10478,fmt,multibugtrap,28,"[59, 247]","[193, 12]",3,251,17.14,446,300,300,286.23,True
10479,fmt,multibugtrap,28,"[59, 247]","[193, 12]",4,247,19.34,501,300,300,315.35,True
10480,fmt,bugtrap,37,"[122, 34]","[111, 214]",0,283,8.82,366,300,300,256.66,True
10481,fmt,bugtrap,37,"[122, 34]","[111, 214]",1,281,8.2,338,300,300,259.37,True
10482,fmt,bugtrap,37,"[122, 34]","[111, 214]",2,269,7.93,326,300,300,253.73,True
10483,fmt,bugtrap,37,"[122, 34]","[111, 214]",3,280,8.7,357,300,300,254.46,True
10484,fmt,bugtrap,37,"[122, 34]","[111, 214]",4,282,9.25,374,300,300,254.86,True
10485,fmt,bugtrap,37,"[12, 242]","[248, 110]",0,250,8.48,352,300,300,294.01,True
10486,fmt,bugtrap,37,"[12, 242]","[248, 110]",1,271,8.79,374,300,300,309.5,True
10487,fmt,bugtrap,37,"[12, 242]","[248, 110]",2,256,7.31,314,300,300,292.86,True
10488,fmt,bugtrap,37,"[12, 242]","[248, 110]",3,270,9.73,383,300,300,305.67,True
10489,fmt,bugtrap,37,"[12, 242]","[248, 110]",4,251,10.34,429,300,300,293.52,True
10490,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",0,447,9.36,510,600,600,193.08,True
10491,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",1,457,9.86,527,600,600,196.73,True
10492,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",2,431,9.13,495,600,600,193.85,True
10493,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",3,438,9.65,522,600,600,196.59,True
10494,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",4,480,9.92,531,600,600,203.11,True
10495,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",0,399,8.7,469,600,600,307.32,True
10496,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",1,399,9.58,482,600,600,304.02,True
10497,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",2,410,9.02,482,600,600,309.02,True
10498,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",3,416,8.94,487,600,600,313.79,True
10499,fmt,alternatinggaps,02,"[35, 248]","[188, 25]",4,437,9.26,497,600,600,310.76,True
10500,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",0,454,15.26,551,600,600,246.66,True
10501,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",1,475,16.3,604,600,600,235.81,True
10502,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",2,447,14.62,540,600,600,258.13,True
10503,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",3,440,15.59,581,600,600,250.76,True
10504,fmt,bugtrapforest,10,"[144, 93]","[44, 243]",4,437,15.35,577,600,600,230.36,True
10505,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",0,550,21.26,693,600,600,300.32,True
10506,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",1,549,20.74,694,600,600,295.86,True
10507,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",2,546,20.38,644,600,600,314.82,True
10508,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",3,544,23.7,694,600,600,296.68,True
10509,fmt,bugtrapforest,10,"[23, 210]","[224, 29]",4,550,21.94,740,600,600,290.34,True
10510,fmt,forest,13,"[108, 175]","[33, 11]",0,570,17.97,682,600,600,232.07,True
10511,fmt,forest,13,"[108, 175]","[33, 11]",1,579,19.09,686,600,600,234.95,True
10512,fmt,forest,13,"[108, 175]","[33, 11]",2,573,18.62,670,600,600,234.82,True
10513,fmt,forest,13,"[108, 175]","[33, 11]",3,579,19.28,676,600,600,231.83,True
10514,fmt,forest,13,"[108, 175]","[33, 11]",4,571,18.57,666,600,600,226.69,True
10515,fmt,forest,13,"[234, 250]","[11, 97]",0,524,17.11,643,600,600,298.49,True
10516,fmt,forest,13,"[234, 250]","[11, 97]",1,522,18.63,660,600,600,305.67,True
10517,fmt,forest,13,"[234, 250]","[11, 97]",2,526,18.2,656,600,600,309.74,True
10518,fmt,forest,13,"[234, 250]","[11, 97]",3,543,18.33,641,600,600,305.33,True
10519,fmt,forest,13,"[234, 250]","[11, 97]",4,539,18.32,645,600,600,300.79,True
10520,fmt,gapsforest,19,"[218, 110]","[38, 99]",0,224,8.2,306,600,600,182.43,True
10521,fmt,gapsforest,19,"[218, 110]","[38, 99]",1,229,8.81,308,600,600,185.75,True
10522,fmt,gapsforest,19,"[218, 110]","[38, 99]",2,258,9.39,343,600,600,182.08,True
10523,fmt,gapsforest,19,"[218, 110]","[38, 99]",3,239,9.2,332,600,600,182.03,True
10524,fmt,gapsforest,19,"[218, 110]","[38, 99]",4,261,9.55,355,600,600,183.08,True
10525,fmt,gapsforest,19,"[206, 209]","[6, 27]",0,435,14.84,521,600,600,347.13,True
10526,fmt,gapsforest,19,"[206, 209]","[6, 27]",1,441,15.06,505,600,600,330.61,True
10527,fmt,gapsforest,19,"[206, 209]","[6, 27]",2,439,14.87,511,600,600,329.2,True
10528,fmt,gapsforest,19,"[206, 209]","[6, 27]",3,434,14.78,491,600,600,327.64,True
10529,fmt,gapsforest,19,"[206, 209]","[6, 27]",4,441,15.19,503,600,600,331.96,True
10530,fmt,maze,24,"[93, 71]","[223, 196]",0,407,27.74,858,600,600,-1,False
10531,fmt,maze,24,"[93, 71]","[223, 196]",1,410,27.11,785,600,600,-1,False
10532,fmt,maze,24,"[93, 71]","[223, 196]",2,392,27.56,905,600,600,-1,False
10533,fmt,maze,24,"[93, 71]","[223, 196]",3,384,26.27,805,600,600,-1,False
10534,fmt,maze,24,"[93, 71]","[223, 196]",4,388,28.06,929,600,600,-1,False
10535,fmt,maze,24,"[229, 7]","[73, 228]",0,359,27.19,805,600,600,420.15,True
10536,fmt,maze,24,"[229, 7]","[73, 228]",1,352,26.01,746,600,600,416.48,True
10537,fmt,maze,24,"[229, 7]","[73, 228]",2,322,26.12,851,600,600,413.85,True
10538,fmt,maze,24,"[229, 7]","[73, 228]",3,342,26.19,776,600,600,417.03,True
10539,fmt,maze,24,"[229, 7]","[73, 228]",4,339,27.16,878,600,600,421.58,True
10540,fmt,multibugtrap,28,"[104, 41]","[196, 196]",0,462,21.1,779,600,600,232.95,True
10541,fmt,multibugtrap,28,"[104, 41]","[196, 196]",1,477,22.11,781,600,600,239.27,True
10542,fmt,multibugtrap,28,"[104, 41]","[196, 196]",2,471,21.13,759,600,600,245.99,True
10543,fmt,multibugtrap,28,"[104, 41]","[196, 196]",3,456,20.06,640,600,600,234.31,True
10544,fmt,multibugtrap,28,"[104, 41]","[196, 196]",4,471,23.27,776,600,600,267.39,True
10545,fmt,multibugtrap,28,"[59, 247]","[193, 12]",0,515,26.06,902,600,600,296.13,True
10546,fmt,multibugtrap,28,"[59, 247]","[193, 12]",1,496,26.67,915,600,600,283.27,True
10547,fmt,multibugtrap,28,"[59, 247]","[193, 12]",2,511,25.41,876,600,600,284.31,True
10548,fmt,multibugtrap,28,"[59, 247]","[193, 12]",3,549,24.79,749,600,600,313.02,True
10549,fmt,multibugtrap,28,"[59, 247]","[193, 12]",4,524,26.7,846,600,600,289.38,True
10550,fmt,bugtrap,37,"[122, 34]","[111, 214]",0,561,14.61,689,600,600,254.99,True
10551,fmt,bugtrap,37,"[122, 34]","[111, 214]",1,562,14.11,665,600,600,254.9,True
10552,fmt,bugtrap,37,"[122, 34]","[111, 214]",2,583,13.2,636,600,600,260.41,True
10553,fmt,bugtrap,37,"[122, 34]","[111, 214]",3,561,14.42,653,600,600,258.75,True
10554,fmt,bugtrap,37,"[122, 34]","[111, 214]",4,559,14.41,673,600,600,250.9,True
10555,fmt,bugtrap,37,"[12, 242]","[248, 110]",0,523,14.22,655,600,600,300.17,True
10556,fmt,bugtrap,37,"[12, 242]","[248, 110]",1,519,13.84,634,600,600,306.94,True
10557,fmt,bugtrap,37,"[12, 242]","[248, 110]",2,528,12.65,604,600,600,307.32,True
10558,fmt,bugtrap,37,"[12, 242]","[248, 110]",3,531,14.01,658,600,600,303.28,True
10559,fmt,bugtrap,37,"[12, 242]","[248, 110]",4,490,13.82,656,600,600,287.58,True
10560,fmt,alternatinggaps,02,"[162, 57]","[152, 237]",0,768,14.44,856,1000,1000,200.4,True
